id,fdgrp_id,data_src_id,long_desc,shrt_desc,comm_name,manufacturer,ref_desc,refuse,sci_name
1107,100,1,"Milk, human, mature, fluid","MILK,HUMAN,MATURE,FLUID",,,,0,
1108,100,1,"Milk, indian buffalo, fluid","MILK,INDIAN BUFFALO,FLUID",,,,0,
1109,100,1,"Milk, sheep, fluid","MILK,SHEEP,FLUID",,,,0,
1110,100,1,"Milk shakes, thick chocolate","MILK SHAKES,THICK CHOC",,,,0,
1111,100,1,"Milk shakes, thick vanilla","MILK SHAKES,THICK VANILLA",,,,0,
1112,100,1,"Whey, acid, fluid","WHEY,ACID,FLUID",,,,0,
1113,100,1,"Whey, acid, dried","WHEY,ACID,DRIED",,,,0,
1114,100,1,"Whey, sweet, fluid","WHEY,SWEET,FLUID",,,,0,
1115,100,1,"Whey, sweet, dried","WHEY,SWEET,DRIED",,,,0,
1116,100,1,"Yogurt, plain, whole milk","YOGURT,PLN,WHL MILK",,,,0,
1117,100,1,"Yogurt, plain, low fat","YOGURT,PLN,LOFAT",,,,0,
1118,100,1,"Yogurt, plain, skim milk","YOGURT,PLN,SKIM MILK.",,,,0,
1119,100,1,"Yogurt, vanilla, low fat.","YOGURT,VANILLA,LOFAT.",,,,0,
1120,100,1,"Yogurt, fruit, low fat,9 g protein/8 oz","YOGURT,FRUIT,LOFAT,9 G PROTEIN/8 OZ",,,,0,
1121,100,1,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce","YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OUNCE",,,,0,
1122,100,1,"Yogurt, fruit, low fat, 11g protein/8 oz","YOGURT,FRUIT,LOFAT,11G PROTEIN/8 OZ",,,,0,
1123,100,1,"Egg, whole, raw, fresh","EGG,WHL,RAW,FRSH",,,Shell,12,
1124,100,1,"Egg, white, raw, fresh","EGG,WHITE,RAW,FRESH",,,,0,
1125,100,1,"Egg, yolk, raw, fresh","EGG,YOLK,RAW,FRSH",,,,0,
1126,100,1,"Egg, yolk, raw, frozen, pasteurized","EGG,YOLK,RAW,FRZ,PAST",,,,0,
1127,100,1,"Egg, yolk, raw, frozen, sugared, pasteurized","EGG,YOLK,RAW,FRZ,SUGARED,PAST",,,,0,
1128,100,1,"Egg, whole, cooked, fried","EGG,WHL,CKD,FRIED",,,,0,
1129,100,1,"Egg, whole, cooked, hard-boiled","EGG,WHL,CKD,HARD-BOILED",,,Shell,12,
1130,100,1,"Egg, whole, cooked, omelet","EGG,WHOLE,COOKED,OMELET",,,,0,
1131,100,1,"Egg, whole, cooked, poached","EGG,WHL,CKD,POACHED",,,,0,
1132,100,1,"Egg, whole, cooked, scrambled","EGG,WHL,CKD,SCRMBLD",,,,0,
1133,100,1,"Egg, whole, dried","EGG,WHL,DRIED",,,,0,
1134,100,1,"Egg, whole, dried, stabilized, glucose reduced","EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",,,,0,
1135,100,1,"Egg, white, dried, flakes, stabilized, glucose reduced","EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED",,,,0,
1136,100,1,"Egg, white, dried, powder, stabilized, glucose reduced","EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED",,,,0,
1137,100,1,"Egg, yolk, dried","EGG,YOLK,DRIED",,,,0,
1138,100,1,"Egg, duck, whole, fresh, raw","EGG,DUCK,WHOLE,FRESH,RAW",,,Shell,12,
1139,100,1,"Egg, goose, whole, fresh, raw","EGG,GOOSE,WHOLE,FRESH,RAW",,,Shell,13,
1140,100,1,"Egg, quail, whole, fresh, raw","EGG,QUAIL,WHOLE,FRESH,RAW",,,Shell,8,
1141,100,1,"Egg, turkey, whole, fresh, raw","EGG,TURKEY,WHL,FRSH,RAW",,,Shell,12,
1144,100,1,"Egg substitute, powder","EGG SUBSTITUTE,POWDER",,,,0,
1145,100,1,"Butter, without salt","BUTTER,WITHOUT SALT",,,,0,
1146,100,1,"Cheese, parmesan, shredded","CHEESE,PARMESAN,SHREDDED",,,,0,
1151,100,1,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)","MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",,,,0,
1152,100,1,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A","MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",,,,0,
1153,100,1,"Milk, canned, evaporated, with added vitamin A","MILK,CND,EVAP,W/ VIT A",,,,0,
1154,100,1,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D","MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",,,,0,
1155,100,1,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D","MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",,,,0,
1156,100,1,"Cheese, goat, hard type","CHEESE,GOAT,HARD TYPE",,,,0,
1157,100,1,"Cheese, goat, semisoft type","CHEESE,GOAT,SEMISOFT TYPE",,,,0,
1158,100,1,"Yogurt, Greek, 2% fat, key lime blend, CHOBANI","YOGURT,GREEK,2% FAT,KEY LIME BLEND,CHOBANI",,Chobani,,0,
1159,100,1,"Cheese, goat, soft type","CHEESE,GOAT,SOFT TYPE",,,,0,
1160,100,1,"Egg, yolk, raw, frozen, salted, pasteurized","EGG,YOLK,RAW,FRZ,SALTED,PAST",,,,0,
1161,100,1,"Cheese substitute, mozzarella","CHEESE SUB,MOZZARELLA",,,,0,
1162,100,1,"Yogurt, Greek, 2% fat, mango, CHOBANI","YOGURT,GREEK,2% FAT,MANGO,CHOBANI",,Chobani,,0,
1164,100,1,"Cheese sauce, prepared from recipe","CHEESE SAU,PREP FROM RECIPE",,,,0,
1165,100,1,"Cheese, mexican, queso anejo","CHEESE,MEXICAN,QUESO ANEJO",,,,0,
1166,100,1,"Cheese, mexican, queso asadero","CHEESE,MEXICAN,QUESO ASADERO",,,,0,
1167,100,1,"Cheese, mexican, queso chihuahua","CHEESE,MEXICAN,QUESO CHIHUAHUA",,,,0,
1168,100,1,"Cheese, low fat, cheddar or colby","CHEESE,LOFAT,CHEDDAR OR COLBY",,,,0,
1169,100,1,"Cheese, low-sodium, cheddar or colby","CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",,,,0,
1171,100,1,"Egg, whole, raw, frozen, pasteurized (Includes foods for USDA's Food Distribution Program)","EGG,WHL,RAW,FRZ,PAST",,,,0,
1172,100,1,"Egg, white, raw, frozen, pasteurized","EGG,WHITE,RAW,FRZ,PAST",,,,0,
1173,100,1,"Egg, white, dried","EGG,WHITE,DRIED",,,,0,
1174,100,1,"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",,,,0,
1175,100,1,"Milk, fluid, 1% fat, without added vitamin A and vitamin D","MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D",,,,0,
1178,100,1,"Sour cream, reduced fat","SOUR CREAM,REDUCED FAT",,,,0,
1179,100,1,"Sour cream, light","SOUR CREAM,LIGHT",,,,0,
1180,100,1,"Sour cream, fat free","SOUR CREAM,FAT FREE",,,,0,
1184,100,1,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener","YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",,,,0,
1185,100,1,"Parmesan cheese topping, fat free","PARMESAN CHS TOPPING,FAT FREE",,,,0,
1186,100,1,"Cheese, cream, fat free","CHEESE,CREAM,FAT FREE",,,,0,
1187,100,1,"Yogurt, chocolate, nonfat milk","YOGURT,CHOC,NONFAT MILK",,,,0,
1188,100,1,KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU,,"Kraft Foods, Inc.",,0,
1189,100,1,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,,"Kraft Foods, Inc.",,0,
1190,100,1,KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT,,"Kraft Foods, Inc.",,0,
1191,100,1,KRAFT VELVEETA Pasteurized Process Cheese Spread,KRAFT VELVEETA PAST PROCESS CHS SPRD,,"Kraft Foods, Inc.",,0,
1192,100,1,KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT,,"Kraft Foods, Inc.",,0,
1193,100,1,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,KRAFT BREAKSTONE'S RED FAT SOUR CRM,,"Kraft Foods, Inc.",,0,
1194,100,1,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM,,"Kraft Foods, Inc.",,0,
1199,100,1,"Cream, half and half, fat free","CREAM,HALF & HALF,FAT FREE",,,,0,
1200,100,1,Reddi Wip Fat Free Whipped Topping,REDDI WIP FAT FREE WHIPPED TOPPING,,,,0,
1202,100,1,"Milk, chocolate, fluid, commercial, reduced fat, with added calcium","MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",,,,0,
1203,100,1,"Yogurt, fruit, lowfat, with low calorie sweetener","YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",,,,0,
1204,100,1,"Cheese, parmesan, dry grated, reduced fat","CHEESE,PARMESAN,DRY GRATED,RED FAT",,,,0,
1205,100,1,"Cream substitute, flavored, liquid","CREAM SUB,FLAV,LIQ",,,,0,
1206,100,1,"Cream substitute, flavored, powdered","CREAM SUB,FLAV,PDR",,,,0,
1208,100,1,"Cheese, provolone, reduced fat","CHEESE,PROVOLONE,RED FAT",,,,0,
1209,100,1,"Cheese, Mexican, blend, reduced fat","CHEESE,MEXICAN,BLEND,RED FAT",,,,0,
1211,100,1,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D","MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D",,,,0,
1212,100,1,"Milk, dry, whole, without added vitamin D","MILK,DRY,WHL,WO/ ADDED VITAMIN D",,,,0,
1215,100,1,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D","CHEESE PRODUCT,PAST PROCESS,AMERICAN,RED FAT,FORT W/ VIT D",,,,0,
1216,100,1,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D","YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",,,,0,
1217,100,1,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D","YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ,FORT W/ VITAMIN D",,,,0,
1218,100,1,"Yogurt, fruit variety, nonfat, fortified with vitamin D","YOGURT,FRUIT VAR,NONFAT,FORT W/ VITAMIN D",,,,0,
1219,100,1,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D","YOGURT,FRUIT,LOWFAT,W/ LO CAL SWTNR,FORT W/ VITAMIN D",,,,0,
1220,100,1,"Yogurt, vanilla, low fat, fortified with vitamin D","YOGURT,VANILLA,LOFAT,FORT W/ VITAMIN D",,,,0,
1221,100,1,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D","YOGURT,VAN/LEM FLAV,NONFAT MILK,W/ LO-CAL SWTNR,FORT W/VIT D",,,,0,
1222,100,1,"Yogurt, chocolate, nonfat milk, fortified with vitamin D","YOGURT,CHOC,NONFAT MILK,FORT W/ VITAMIN D",,,,0,
1223,100,1,"Protein supplement, milk based, Muscle Milk, powder","PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR",,,,0,
1224,100,1,"Protein supplement, milk based, Muscle Milk Light, powder","PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR",,,,0,
1225,100,1,Dulce de Leche,DULCE DE LECHE,,,,0,
1226,100,1,"Egg substitute, liquid or frozen, fat free","EGG SUB,LIQ OR FRZ,FAT FREE",,,,0,
1227,100,1,"Cheese, dry white, queso seco","CHEESE,DRY WHITE,QUESO SECO",,,,0,
1228,100,1,"Cheese, fresh, queso fresco","CHEESE,FRSH,QUESO FRESCO",,,,0,
1229,100,1,"Cheese, white, queso blanco","CHEESE,WHITE,QUESO BLANCO",,,,0,
1230,100,1,"Milk, buttermilk, fluid, whole","MILK,BTTRMLK,FLUID,WHL",,,,0,
1231,100,1,"Yogurt, vanilla flavor, lowfat milk, sweetened with low calorie sweetener","YOGURT,VANILLA FLAVOR,LOWFAT MILK,SWTND W/ LO CAL SWTNR",,,,0,
1235,100,1,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener","YOGURT,FRZ,FLAVORS NOT CHOC,NONFAT MILK,W/ LOW-CALORIE SWTNR",,,,0,
1236,100,1,"Ice cream, soft serve, chocolate","ICE CRM,SOFT SERVE,CHOC",,,,0,
1237,100,1,"Ice cream, bar or stick, chocolate covered","ICE CRM,BAR OR STK,CHOC COVERED",,,,0,
1238,100,1,Ice cream sandwich,ICE CRM SNDWCH,,,,0,
1239,100,1,Ice cream cookie sandwich,ICE CRM COOKIE SNDWCH,,,,0,
1240,100,1,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate","ICE CRM CONE,CHOC COVERED,W/ NUTS,FLAVORS OTHER THAN CHOC",,,,0,
1241,100,1,"Ice cream sandwich, made with light ice cream, vanilla","ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",,,,0,
1242,100,1,"Ice cream sandwich, vanilla, light, no sugar added","ICE CRM SNDWCH,VANILLA,LT,NO SUGAR ADDED",,,,0,
1243,100,1,"Fat free ice cream, no sugar added, flavors other than chocolate","FAT FREE ICE CRM,NO SUGAR ADDED,FLAVORS OTHER THAN CHOC",,,,0,
1244,100,1,"Milk dessert bar, frozen, made from lowfat milk","MILK DSSRT BAR,FRZ,MADE FROM LOWFAT MILK",,,,0,
1001,100,1,"Butter, salted","BUTTER,WITH SALT",,,,0,
1002,100,1,"Butter, whipped, with salt","BUTTER,WHIPPED,W/ SALT",,,,0,
1003,100,1,"Butter oil, anhydrous","BUTTER OIL,ANHYDROUS",,,,0,
1004,100,1,"Cheese, blue","CHEESE,BLUE",,,,0,
1005,100,1,"Cheese, brick","CHEESE,BRICK",,,,0,
1006,100,1,"Cheese, brie","CHEESE,BRIE",,,,0,
1007,100,1,"Cheese, camembert","CHEESE,CAMEMBERT",,,,0,
1008,100,1,"Cheese, caraway","CHEESE,CARAWAY",,,,0,
1009,100,1,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)","CHEESE,CHEDDAR",,,,0,
1010,100,1,"Cheese, cheshire","CHEESE,CHESHIRE",,,,0,
1011,100,1,"Cheese, colby","CHEESE,COLBY",,,,0,
1012,100,1,"Cheese, cottage, creamed, large or small curd","CHEESE,COTTAGE,CRMD,LRG OR SML CURD",,,,0,
1013,100,1,"Cheese, cottage, creamed, with fruit","CHEESE,COTTAGE,CRMD,W/FRUIT",,,,0,
1014,100,1,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd","CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",,,,0,
1015,100,1,"Cheese, cottage, lowfat, 2% milkfat","CHEESE,COTTAGE,LOWFAT,2% MILKFAT",,,,0,
1016,100,1,"Cheese, cottage, lowfat, 1% milkfat","CHEESE,COTTAGE,LOWFAT,1% MILKFAT",,,,0,
1017,100,1,"Cheese, cream","CHEESE,CREAM",,,,0,
1018,100,1,"Cheese, edam","CHEESE,EDAM",,,,0,
1019,100,1,"Cheese, feta","CHEESE,FETA",,,,0,
1020,100,1,"Cheese, fontina","CHEESE,FONTINA",,,,0,
1021,100,1,"Cheese, gjetost","CHEESE,GJETOST",,,,0,
1022,100,1,"Cheese, gouda","CHEESE,GOUDA",,,,0,
1023,100,1,"Cheese, gruyere","CHEESE,GRUYERE",,,,0,
1024,100,1,"Cheese, limburger","CHEESE,LIMBURGER",,,,0,
1025,100,1,"Cheese, monterey","CHEESE,MONTEREY",,,,0,
1026,100,1,"Cheese, mozzarella, whole milk","CHEESE,MOZZARELLA,WHL MILK",,,,0,
1027,100,1,"Cheese, mozzarella, whole milk, low moisture","CHEESE,MOZZARELLA,WHL MILK,LO MOIST",,,,0,
1028,100,1,"Cheese, mozzarella, part skim milk","CHEESE,MOZZARELLA,PART SKIM MILK",,,,0,
1029,100,1,"Cheese, mozzarella, low moisture, part-skim","CHEESE,MOZZARELLA,LO MOIST,PART-SKIM",,,,0,
1030,100,1,"Cheese, muenster","CHEESE,MUENSTER",,,,0,
1031,100,1,"Cheese, neufchatel","CHEESE,NEUFCHATEL",,,,0,
1032,100,1,"Cheese, parmesan, grated","CHEESE,PARMESAN,GRATED",,,,0,
1033,100,1,"Cheese, parmesan, hard","CHEESE,PARMESAN,HARD",,,,0,
1034,100,1,"Cheese, port de salut","CHEESE,PORT DE SALUT",,,,0,
1035,100,1,"Cheese, provolone","CHEESE,PROVOLONE",,,,0,
1036,100,1,"Cheese, ricotta, whole milk","CHEESE,RICOTTA,WHOLE MILK",,,,0,
1037,100,1,"Cheese, ricotta, part skim milk","CHEESE,RICOTTA,PART SKIM MILK",,,,0,
1038,100,1,"Cheese, romano","CHEESE,ROMANO",,,,0,
1039,100,1,"Cheese, roquefort","CHEESE,ROQUEFORT",,,,0,
1040,100,1,"Cheese, swiss","CHEESE,SWISS",,,,0,
1041,100,1,"Cheese, tilsit","CHEESE,TILSIT",,,,0,
1042,100,1,"Cheese, pasteurized process, American, fortified with vitamin D","CHEESE,PAST PROCESS,AMERICAN,FORT W/ VITAMIN D",,,,0,
1043,100,1,"Cheese, pasteurized process, pimento","CHEESE,PAST PROCESS,PIMENTO",,,,0,
1044,100,1,"Cheese, pasteurized process, swiss","CHEESE,PAST PROCESS,SWISS",,,,0,
1045,100,1,"Cheese food, cold pack, American","CHEESE FD,COLD PK,AMERICAN",,,,0,
1046,100,1,"Cheese food, pasteurized process, American, vitamin D fortified","CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT",,,,0,
1047,100,1,"Cheese food, pasteurized process, swiss","CHEESE FD,PAST PROCESS,SWISS",,,,0,
1048,100,1,"Cheese spread, pasteurized process, American","CHEESE SPRD,PAST PROCESS,AMERICAN",,,,0,
1049,100,1,"Cream, fluid, half and half","CREAM,FLUID,HALF AND HALF",,,,0,
1050,100,1,"Cream, fluid, light (coffee cream or table cream)","CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",,,,0,
1052,100,1,"Cream, fluid, light whipping","CREAM,FLUID,LT WHIPPING",,,,0,
1053,100,1,"Cream, fluid, heavy whipping","CREAM,FLUID,HVY WHIPPING",,,,0,
1054,100,1,"Cream, whipped, cream topping, pressurized","CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",,,,0,
1055,100,1,"Cream, sour, reduced fat, cultured","CREAM,SOUR,RED FAT,CULTURED",,,,0,
1056,100,1,"Cream, sour, cultured","CREAM,SOUR,CULTURED",,,,0,
1057,100,1,Eggnog,EGGNOG,,,,0,
1058,100,1,"Sour dressing, non-butterfat, cultured, filled cream-type","SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",,,,0,
1059,100,1,"Milk, filled, fluid, with blend of hydrogenated vegetable oils","MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",,,,0,
1060,100,1,"Milk, filled, fluid, with lauric acid oil","MILK,FILLED,FLUID,W/LAURIC ACID OIL",,,,0,
1061,100,1,"Cheese, American, nonfat or fat free","CHEESE,AMERICAN,NONFAT OR FAT FREE",,,,0,
1064,100,1,"Yogurt, Greek, 2% fat, apricot, CHOBANI","YOGURT,GREEK,2% FAT,APRICOT,CHOBANI",,Chobani,,0,
1065,100,1,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI","YOGURT,GREEK,2%FAT,COCNT BLEND,CHOBANI",,Chobani,,0,
1067,100,1,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein","CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",,,,0,
1068,100,1,"Cream substitute, liquid, with lauric acid oil and sodium caseinate","CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",,,,0,
1069,100,1,"Cream substitute, powdered","CREAM SUBSTITUTE,POWDERED",,,,0,
1070,100,1,"Dessert topping, powdered","DESSERT TOPPING,POWDERED",,,,0,
1071,100,1,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk","DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",,,,0,
1072,100,1,"Dessert topping, pressurized","DESSERT TOPPING,PRESSURIZED",,,,0,
1073,100,1,"Dessert topping, semi solid, frozen","DESSERT TOPPING,SEMI SOLID,FRZ",,,,0,
1074,100,1,"Sour cream, imitation, cultured","SOUR CRM,IMITN,CULTURED",,,,0,
1076,100,1,"Milk substitutes, fluid, with lauric acid oil","MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",,,,0,
1077,100,1,"Milk, whole, 3.25% milkfat, with added vitamin D","MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",,,,0,
1078,100,1,"Milk, producer, fluid, 3.7% milkfat","MILK,PRODUCER,FLUID,3.7% MILKFAT",,,,0,
1079,100,1,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D",,,,0,
1080,100,1,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D",,,,0,
1081,100,1,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D","MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D",,,,0,
1082,100,1,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D",,,,0,
1083,100,1,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D","MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D",,,,0,
1084,100,1,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D","MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D",,,,0,
9442,900,1,"Pomegranate juice, bottled","POMEGRANATE JUC,BTLD",,,,0,
1085,100,1,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",,,,0,
1086,100,1,"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)","MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D",,,,0,
1087,100,1,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)","MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)",,,,0,
1088,100,1,"Milk, buttermilk, fluid, cultured, lowfat","MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",,,,0,
1089,100,1,"Milk, low sodium, fluid","MILK,LO NA,FLUID",,,,0,
1090,100,1,"Milk, dry, whole, with added vitamin D","MILK,DRY,WHL,W/ ADDED VITAMIN D",,,,0,
1091,100,1,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D","MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D",,,,0,
1092,100,1,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D","MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D",,,,0,
1093,100,1,"Milk, dry, nonfat, calcium reduced","MILK,DRY,NONFAT,CA RED",,,,0,
1094,100,1,"Milk, buttermilk, dried","MILK,BUTTERMILK,DRIED",,,,0,
1095,100,1,"Milk, canned, condensed, sweetened","MILK,CND,COND,SWTND",,,,0,
1096,100,1,"Milk, canned, evaporated, with added vitamin D and without added vitamin A","MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A",,,,0,
1097,100,1,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D",,,,0,
1102,100,1,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D","MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D",,,,0,
1103,100,1,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","MILK,CHOC,FLUID,COMM,RED FAT",,,,0,
1104,100,1,"Milk, chocolate, lowfat, with added vitamin A and vitamin D","MILK,CHOC,LOWFAT,W/ ADDED VIT A & VITAMIN D",,,,0,
1105,100,1,"Milk, chocolate beverage, hot cocoa, homemade","MILK,CHOC BEV,HOT COCOA,HOMEMADE",,,,0,
1106,100,1,"Milk, goat, fluid, with added vitamin D","MILK,GOAT,FLUID,W/ ADDED VITAMIN D",,,,0,
1249,100,1,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI","YOGURT,GREEK,2% FAT,MXD BERRY BLEND,CHOBANI",,Chobani,,0,
1250,100,1,"Nutritional supplement for people with diabetes, liquid","NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",,,,0,
1251,100,1,"Cheese, Mexican blend","CHEESE,MEXICAN BLEND",,,,0,
1252,100,1,"Cheese product, pasteurized process, American, vitamin D fortified","CHEESE PRODUCT,PAST PROCESS,AMERICAN,VITAMIN D FORT",,,,0,
1253,100,1,"Cheese, pasteurized process, American, without added vitamin D","CHEESE,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",,,,0,
1254,100,1,"Cheese food, pasteurized process, American, without added vitamin D","CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",,,,0,
1255,100,1,"Egg, whole, raw, frozen, salted, pasteurized","EGG,WHL,RAW,FRZ,SALTED,PAST",,,,0,
1256,100,1,"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)","YOGURT,GREEK,PLN,NONFAT",,,,0,
1258,100,1,"Egg, white, dried, stabilized, glucose reduced","EGG,WHITE,DRIED,STABILIZED,GLUCOSE RED",,,,0,
1259,100,1,"Cheese spread, American or Cheddar cheese base, reduced fat","CHEESE SPRD,AMERICAN OR CHEDDAR CHS BASE,RED FAT",,,,0,
1260,100,1,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)","CHEESE,CHEDDAR,RED FAT",,,,0,
1263,100,1,"Ice cream, light, soft serve, chocolate","ICE CRM,LT,SOFT SERVE,CHOC",,,,0,
1264,100,1,"Ice cream bar, stick or nugget, with crunch coating","ICE CRM BAR,STK OR NUGGET,W/ CRUNCH COATING",,,,0,
1265,100,1,"Cheese, cheddar, nonfat or fat free","CHEESE,CHEDDAR,NONFAT OR FAT FREE",,,,0,
1266,100,1,"Cheese, Swiss, nonfat or fat free","CHEESE,SWISS,NONFAT OR FAT FREE",,,,0,
1267,100,1,"Cheese, mexican, queso cotija","CHEESE,MEXICAN,QUESO COTIJA",,,,0,
1270,100,1,"Cheese, cheddar, sharp, sliced","CHEESE,CHEDDAR,SHARP,SLICED",,,,0,
1271,100,1,"Cheese, mozzarella, low moisture, part-skim, shredded","CHEESE,MOZZARELLA,LO MOIST,PART-SKIM,SHREDDED",,,,0,
